1	100	6.91414e-06
2	100	0.000475168
2	100	0.000609159
2	100	0.000273943
2	100	0.000165939
2	100	0.000283957
2	100	0.000240088
3	100	0.000363111
8	100	0.000477076
9	100	0.000533104
9	100	0.000566006
9	100	0.00050807
9	100	0.000547886
9	100	0.000613928
9	100	0.000293016
9	100	0.000334978
9	100	0.000591993
9	100	0.000540972
9	100	0.000361204
9	100	0.000528097
9	100	0.000610113
9	100	0.000477076
9	100	0.000604153
9	100	0.000504017
9	100	0.000535965
9	100	0.000447989
9	100	0.00295591
9	100	0.000677109
9	100	0.000490189
9	100	0.000475168
9	100	0.000462055
9	100	0.000448942
9	100	0.00240207
9	100	0.000619888
9	100	0.000442028
9	100	0.000904083
9	100	0.00101495
9	100	0.00046587
9	100	0.00067997
9	100	0.000344992
9	100	0.000403881
9	100	0.000370979
9	100	0.000360966
9	100	0.00047493
9	100	0.000360966
9	100	0.000386
9	100	0.000423908
9	100	0.000413895
9	100	0.000396013
9	100	0.000374079
9	100	0.000396967
9	100	0.000403881
9	100	0.000491142
9	100	0.000518084
9	100	0.000559092
9	100	0.000270128
9	100	0.00028801
9	100	0.00027895
9	100	0.000391006
9	100	0.000257969
9	100	0.000263929
9	100	0.000468016
9	100	0.000270844
9	100	0.000286102
9	100	0.000313997
9	100	0.000389099
9	100	0.000264883
9	100	0.000380993
9	100	0.000246048
9	100	0.000244856
9	100	0.00023818
9	100	0.029942
8	100	0.020153
8	100	0.019949
8	100	0.0198541
8	100	0.0258789
8	100	0.00120115
10	100	0.074455
10	100	0.049284
10	100	0.0521019
10	100	0.110463
10	100	0.076463
10	100	0.0723941
10	100	0.0661471
10	100	0.066679
10	100	0.092721
10	100	0.0612988
10	100	0.106193
10	100	0.0779531
10	100	0.0888572
10	100	0.0200889
10	100	0.05913
10	100	0.061337
10	100	0.0301499
10	100	0.000397205
10	100	0.000400782
10	100	0.000391006
10	100	0.000383854
10	100	0.000384808
10	100	0.000414133
10	100	0.000391006
10	100	0.00123
10	100	0.000399828
10	100	0.00207305
8	100	0.000396967
8	100	0.000806093
8	100	0.000401974
7	100	0.000365019
7	100	0.000380993
7	100	0.000330925
7	100	0.000335932
7	100	0.000598907
7	100	0.000307083
7	100	0.000323772
7	100	0.000303984
7	100	0.000468016
7	100	0.00048089
7	100	0.000331879
7	100	0.000335932
7	100	0.000364065
7	100	0.000566959
7	100	0.00113487
7	100	0.000362873
7	100	0.000346899
7	100	0.000399113
7	100	0.000793934
8	100	0.000354052
8	100	0.000359058
8	100	0.000362158
8	100	0.000370979
8	100	0.0100129
0	100	0.000431061
0	100	0.000351191
0	100	0.000365019
0	100	0.000678062
0	100	0.000996113
0	100	0.000299931
0	100	0.00280595
0	100	0.013329
0	100	0.0146189
0	100	0.000803947
0	100	0.000387907
0	100	0.000298977
0	100	0.00039506
0	100	0.00249195
0	100	0.00454497
0	100	0.00031209
0	100	0.00297403
0	100	0.000301123
0	100	0.000400066
0	100	0.000635147
10	100	0.000591993
8	100	0.000339031
0	100	0.000505209
0	100	0.000406027
0	100	0.000421047
0	100	0.000560999
9	100	0.000350952
9	100	0.000342846
9	100	0.000348806
