8	100	0.0304649
8	100	0.00638199
8	100	0.036818
8	100	0.0324159
8	100	0.0101941
8	100	0.00186586
8	100	0.00693202
8	100	0.00379395
8	100	0.00075388
8	100	0.0548508
8	100	0.0074749
4	100	0.004076
4	100	0.00517392
4	100	0.0140419
4	100	0.00101185
4	100	0.00729394
2	100	0.00100398
2	100	0.000761032
2	100	0.0013051
2	100	0.000795126
2	100	0.000732899
2	100	0.000735044
2	100	0.000697851
2	100000	0.054594
2	100000	0.043633
2	100000	0.0421469
2	100000	0.0397129
2	100000	0.040729
2	100000	0.040216
2	100000	0.0413001
2	100000	0.0415819
4	100000	0.0366611
4	100000	0.03299
4	100000	0.0336912
4	100000	0.0316901
4	100000	0.0347528
4	100000	0.0353649
4	100000	0.0370078
4	100000	0.032732
8	100000	0.0399342
8	100000	0.0445452
8	100000	0.049088
8	100000	0.0474432
8	100000	0.050705
8	100000	0.0469208
8	100000	0.045774
8	1000000	0.449416
8	1000000	0.481709
8	1000000	0.613982
8	1000000	0.438583
8	1000000	0.436758
8	1000000	0.446022
8	1000000	0.58048
8	1000000	0.492585
8	1000000	0.439023
8	1000000	0.445612
8	1000000	0.502785
8	1000000	0.43786
4	1000000	0.365876
4	1000000	0.373681
4	1000000	0.352505
4	1000000	0.359628
4	1000000	0.371326
4	1000000	0.353708
2	1000000	0.448495
2	1000000	0.427611
2	1000000	0.421017
2	1000000	0.438721
2	1000000	0.418471
2	1000000	0.414807
